Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,
Data,5,record,timestamp,648911325,s,position_lat,464808996,semicircles,position_long,-919161025,semicircles,distance,75131.86,m,altitude,51.60000000000002,m,speed,7.284,m/s,power,727,watts,cadence,115,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911326,s,position_lat,464808906,semicircles,position_long,-919159873,semicircles,distance,75140.23,m,altitude,52.0,m,speed,7.477,m/s,power,717,watts,cadence,119,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911327,s,position_lat,464808835,semicircles,position_long,-919158655,semicircles,distance,75149.08,m,altitude,52.39999999999998,m,speed,7.815,m/s,power,717,watts,cadence,119,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911328,s,position_lat,464808768,semicircles,position_long,-919157417,semicircles,distance,75158.08,m,altitude,53.0,m,speed,8.031,m/s,power,620,watts,cadence,123,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911329,s,position_lat,464808614,semicircles,position_long,-919156287,semicircles,distance,75166.41,m,altitude,53.39999999999998,m,speed,7.68,m/s,power,638,watts,cadence,112,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911330,s,position_lat,464808306,semicircles,position_long,-919154960,semicircles,distance,75176.47,m,altitude,53.799999999999955,m,speed,8.83,m/s,power,638,watts,cadence,112,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911331,s,position_lat,464808087,semicircles,position_long,-919154028,semicircles,distance,75183.54,m,altitude,54.200000000000045,m,speed,7.409,m/s,power,486,watts,cadence,112,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911332,s,position_lat,464807835,semicircles,position_long,-919153044,semicircles,distance,75191.05,m,altitude,54.60000000000002,m,speed,7.086,m/s,power,502,watts,cadence,111,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911333,s,position_lat,464807476,semicircles,position_long,-919151887,semicircles,distance,75200.08,m,altitude,55.200000000000045,m,speed,8.395,m/s,power,380,watts,cadence,110,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911334,s,position_lat,464807270,semicircles,position_long,-919150734,semicircles,distance,75208.68,m,altitude,55.799999999999955,m,speed,8.773,m/s,power,589,watts,cadence,108,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911335,s,position_lat,464807166,semicircles,position_long,-919149776,semicircles,distance,75215.69,m,altitude,56.200000000000045,m,speed,6.993,m/s,power,679,watts,cadence,111,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911336,s,position_lat,464806974,semicircles,position_long,-919148584,semicircles,distance,75224.54,m,altitude,56.60000000000002,m,speed,7.864,m/s,power,437,watts,cadence,114,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911337,s,position_lat,464806746,semicircles,position_long,-919147317,semicircles,distance,75233.98,m,altitude,57.0,m,speed,9.364,m/s,power,371,watts,cadence,113,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911338,s,position_lat,464806251,semicircles,position_long,-919146421,semicircles,distance,75241.93,m,altitude,57.60000000000002,m,speed,9.029,m/s,power,364,watts,cadence,113,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911339,s,position_lat,464805552,semicircles,position_long,-919145792,semicircles,distance,75249.87,m,altitude,58.0,m,speed,8.619,m/s,power,427,watts,cadence,111,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911340,s,position_lat,464804703,semicircles,position_long,-919145242,semicircles,distance,75258.69,m,altitude,58.60000000000002,m,speed,9.081,m/s,power,427,watts,cadence,111,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911341,s,position_lat,464803754,semicircles,position_long,-919145074,semicircles,distance,75267.58,m,altitude,59.0,m,speed,9.284,m/s,power,593,watts,cadence,114,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911342,s,position_lat,464802809,semicircles,position_long,-919145220,semicircles,distance,75276.44,m,altitude,59.39999999999998,m,speed,8.442,m/s,power,604,watts,cadence,114,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911343,s,position_lat,464801943,semicircles,position_long,-919145500,semicircles,distance,75284.74,m,altitude,59.799999999999955,m,speed,7.089,m/s,power,413,watts,cadence,106,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911344,s,position_lat,464800831,semicircles,position_long,-919146447,semicircles,distance,75297.15,m,altitude,60.0,m,speed,9.748,m/s,power,138,watts,cadence,104,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911345,s,position_lat,464799884,semicircles,position_long,-919147305,semicircles,distance,75307.94,m,altitude,60.39999999999998,m,speed,10.063,m/s,power,97,watts,cadence,104,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911346,s,position_lat,464799140,semicircles,position_long,-919148322,semicircles,distance,75318.03,m,altitude,60.799999999999955,m,speed,9.4,m/s,power,104,watts,cadence,105,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911347,s,position_lat,464798502,semicircles,position_long,-919149459,semicircles,distance,75328.19,m,altitude,61.200000000000045,m,speed,9.398,m/s,power,215,watts,cadence,110,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911348,s,position_lat,464798160,semicircles,position_long,-919150546,semicircles,distance,75336.71,m,altitude,61.60000000000002,m,speed,8.135,m/s,power,203,watts,cadence,105,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911349,s,position_lat,464798086,semicircles,position_long,-919151975,semicircles,distance,75347.11,m,altitude,61.799999999999955,m,speed,9.785,m/s,power,137,watts,cadence,106,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911350,s,position_lat,464797982,semicircles,position_long,-919153259,semicircles,distance,75356.48,m,altitude,62.200000000000045,m,speed,9.778,m/s,power,137,watts,cadence,106,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911351,s,position_lat,464797940,semicircles,position_long,-919154710,semicircles,distance,75366.96,m,altitude,62.39999999999998,m,speed,10.024,m/s,power,53,watts,cadence,99,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911352,s,position_lat,464797666,semicircles,position_long,-919156165,semicircles,distance,75377.78,m,altitude,62.39999999999998,m,speed,10.314,m/s,power,53,watts,cadence,99,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911353,s,position_lat,464797172,semicircles,position_long,-919157490,semicircles,distance,75388.43,m,altitude,62.39999999999998,m,speed,10.445,m/s,power,53,watts,cadence,99,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911354,s,position_lat,464796566,semicircles,position_long,-919158537,semicircles,distance,75397.9,m,altitude,62.39999999999998,m,speed,9.369,m/s,power,0,watts,cadence,0,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911355,s,position_lat,464795740,semicircles,position_long,-919159616,semicircles,distance,75408.86,m,altitude,62.200000000000045,m,speed,10.248,m/s,power,0,watts,cadence,0,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911356,s,position_lat,464794744,semicircles,position_long,-919160292,semicircles,distance,75419.28,m,altitude,62.0,m,speed,10.084,m/s,power,152,watts,cadence,110,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911357,s,position_lat,464793521,semicircles,position_long,-919160798,semicircles,distance,75431.23,m,altitude,61.799999999999955,m,speed,10.57,m/s,power,178,watts,cadence,109,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911358,s,position_lat,464792424,semicircles,position_long,-919161109,semicircles,distance,75441.68,m,altitude,61.799999999999955,m,speed,9.842,m/s,power,248,watts,cadence,107,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911359,s,position_lat,464791192,semicircles,position_long,-919161060,semicircles,distance,75453.12,m,altitude,61.60000000000002,m,speed,10.105,m/s,power,267,watts,cadence,85,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911360,s,position_lat,464790057,semicircles,position_long,-919160824,semicircles,distance,75463.74,m,altitude,61.39999999999998,m,speed,9.402,m/s,power,360,watts,cadence,100,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911361,s,position_lat,464788876,semicircles,position_long,-919160499,semicircles,distance,75474.79,m,altitude,61.39999999999998,m,speed,9.929,m/s,power,397,watts,cadence,101,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911362,s,position_lat,464787877,semicircles,position_long,-919160094,semicircles,distance,75484.36,m,altitude,61.200000000000045,m,speed,9.332,m/s,power,213,watts,cadence,113,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911363,s,position_lat,464786853,semicircles,position_long,-919159890,semicircles,distance,75494.0,m,altitude,61.200000000000045,m,speed,9.341,m/s,power,227,watts,cadence,107,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911364,s,position_lat,464785622,semicircles,position_long,-919159730,semicircles,distance,75505.51,m,altitude,61.0,m,speed,10.71,m/s,power,156,watts,cadence,102,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911365,s,position_lat,464784580,semicircles,position_long,-919159994,semicircles,distance,75515.37,m,altitude,61.0,m,speed,10.302,m/s,power,156,watts,cadence,102,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911366,s,position_lat,464783408,semicircles,position_long,-919160333,semicircles,distance,75526.52,m,altitude,61.0,m,speed,11.138,m/s,power,165,watts,cadence,104,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911367,s,position_lat,464782185,semicircles,position_long,-919160566,semicircles,distance,75537.96,m,altitude,60.799999999999955,m,speed,11.174,m/s,power,165,watts,cadence,104,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911368,s,position_lat,464781166,semicircles,position_long,-919161388,semicircles,distance,75549.16,m,altitude,60.799999999999955,m,speed,10.928,m/s,power,165,watts,cadence,104,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911369,s,position_lat,464780367,semicircles,position_long,-919162453,semicircles,distance,75559.9,m,altitude,60.799999999999955,m,speed,10.474,m/s,power,9,watts,cadence,24,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911370,s,position_lat,464779602,semicircles,position_long,-919163611,semicircles,distance,75570.91,m,altitude,60.799999999999955,m,speed,10.595,m/s,power,200,watts,cadence,97,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911371,s,position_lat,464778968,semicircles,position_long,-919165046,semicircles,distance,75582.87,m,altitude,60.799999999999955,m,speed,11.118,m/s,power,119,watts,cadence,93,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911372,s,position_lat,464778494,semicircles,position_long,-919166495,semicircles,distance,75594.2,m,altitude,60.60000000000002,m,speed,10.851,m/s,power,119,watts,cadence,93,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911373,s,position_lat,464777824,semicircles,position_long,-919167905,semicircles,distance,75606.19,m,altitude,60.60000000000002,m,speed,11.158,m/s,power,119,watts,cadence,93,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911374,s,position_lat,464777100,semicircles,position_long,-919168985,semicircles,distance,75616.42,m,altitude,60.39999999999998,m,speed,10.302,m/s,power,0,watts,cadence,0,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911375,s,position_lat,464775939,semicircles,position_long,-919169314,semicircles,distance,75627.25,m,altitude,60.200000000000045,m,speed,9.423,m/s,power,354,watts,cadence,89,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911376,s,position_lat,464774740,semicircles,position_long,-919169091,semicircles,distance,75638.36,m,altitude,60.0,m,speed,9.446,m/s,power,354,watts,cadence,89,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911377,s,position_lat,464773519,semicircles,position_long,-919168662,semicircles,distance,75650.1,m,altitude,59.799999999999955,m,speed,9.468,m/s,power,661,watts,cadence,107,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911378,s,position_lat,464772417,semicircles,position_long,-919167962,semicircles,distance,75661.4,m,altitude,59.60000000000002,m,speed,9.039,m/s,power,681,watts,cadence,108,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911379,s,position_lat,464771428,semicircles,position_long,-919167111,semicircles,distance,75672.32,m,altitude,59.60000000000002,m,speed,8.513,m/s,power,235,watts,cadence,103,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911380,s,position_lat,464770732,semicircles,position_long,-919166373,semicircles,distance,75680.63,m,altitude,59.39999999999998,m,speed,7.223,m/s,power,267,watts,cadence,97,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911381,s,position_lat,464770068,semicircles,position_long,-919165850,semicircles,distance,75687.88,m,altitude,59.200000000000045,m,speed,6.937,m/s,power,168,watts,cadence,96,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911382,s,position_lat,464769462,semicircles,position_long,-919165385,semicircles,distance,75694.45,m,altitude,59.200000000000045,m,speed,6.758,m/s,power,250,watts,cadence,95,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911383,s,position_lat,464768781,semicircles,position_long,-919164979,semicircles,distance,75701.44,m,altitude,59.200000000000045,m,speed,7.306,m/s,power,230,watts,cadence,95,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911384,s,position_lat,464767884,semicircles,position_long,-919164513,semicircles,distance,75710.41,m,altitude,59.0,m,speed,8.456,m/s,power,322,watts,cadence,95,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911385,s,position_lat,464766818,semicircles,position_long,-919163998,semicircles,distance,75720.97,m,altitude,59.0,m,speed,8.479,m/s,power,504,watts,cadence,97,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911386,s,position_lat,464765656,semicircles,position_long,-919163403,semicircles,distance,75732.58,m,altitude,58.799999999999955,m,speed,9.289,m/s,power,389,watts,cadence,98,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911387,s,position_lat,464764497,semicircles,position_long,-919163239,semicircles,distance,75743.44,m,altitude,58.799999999999955,m,speed,9.408,m/s,power,377,watts,cadence,97,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911388,s,position_lat,464763371,semicircles,position_long,-919163159,semicircles,distance,75753.88,m,altitude,58.799999999999955,m,speed,9.674,m/s,power,493,watts,cadence,98,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911389,s,position_lat,464762380,semicircles,position_long,-919163267,semicircles,distance,75763.12,m,altitude,58.799999999999955,m,speed,8.748,m/s,power,347,watts,cadence,100,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911390,s,position_lat,464761376,semicircles,position_long,-919163382,semicircles,distance,75772.51,m,altitude,58.60000000000002,m,speed,9.424,m/s,power,236,watts,cadence,99,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911391,s,position_lat,464760221,semicircles,position_long,-919163678,semicircles,distance,75783.44,m,altitude,58.60000000000002,m,speed,10.205,m/s,power,583,watts,cadence,99,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911392,s,position_lat,464759209,semicircles,position_long,-919163987,semicircles,distance,75793.08,m,altitude,58.799999999999955,m,speed,9.885,m/s,power,541,watts,cadence,101,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911393,s,position_lat,464758206,semicircles,position_long,-919164339,semicircles,distance,75802.69,m,altitude,59.0,m,speed,10.175,m/s,power,358,watts,cadence,100,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911394,s,position_lat,464757159,semicircles,position_long,-919164712,semicircles,distance,75812.74,m,altitude,59.200000000000045,m,speed,10.295,m/s,power,191,watts,cadence,100,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911395,s,position_lat,464756289,semicircles,position_long,-919165587,semicircles,distance,75822.94,m,altitude,59.200000000000045,m,speed,9.824,m/s,power,364,watts,cadence,100,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911396,s,position_lat,464755473,semicircles,position_long,-919166718,semicircles,distance,75834.11,m,altitude,59.39999999999998,m,speed,10.827,m/s,power,399,watts,cadence,102,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911397,s,position_lat,464754885,semicircles,position_long,-919167758,semicircles,distance,75843.44,m,altitude,59.39999999999998,m,speed,9.009,m/s,power,262,watts,cadence,105,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911398,s,position_lat,464754280,semicircles,position_long,-919168972,semicircles,distance,75853.9,m,altitude,59.60000000000002,m,speed,9.244,m/s,power,147,watts,cadence,105,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911399,s,position_lat,464753602,semicircles,position_long,-919170379,semicircles,distance,75865.9,m,altitude,59.60000000000002,m,speed,10.752,m/s,power,147,watts,cadence,105,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911400,s,position_lat,464752895,semicircles,position_long,-919171698,semicircles,distance,75877.51,m,altitude,59.799999999999955,m,speed,10.26,m/s,power,147,watts,cadence,105,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911401,s,position_lat,464752151,semicircles,position_long,-919172951,semicircles,distance,75888.94,m,altitude,59.799999999999955,m,speed,10.619,m/s,power,0,watts,cadence,0,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911402,s,position_lat,464751364,semicircles,position_long,-919174724,semicircles,distance,75903.72,m,altitude,59.799999999999955,m,speed,10.989,m/s,power,0,watts,cadence,0,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911403,s,position_lat,464750444,semicircles,position_long,-919176488,semicircles,distance,75919.07,m,altitude,60.0,m,speed,11.885,m/s,power,0,watts,cadence,0,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911404,s,position_lat,464749905,semicircles,position_long,-919177340,semicircles,distance,75927.03,m,altitude,60.0,m,speed,11.885,m/s,power,0,watts,cadence,0,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911405,s,position_lat,464749158,semicircles,position_long,-919178490,semicircles,distance,75937.9,m,altitude,60.0,m,speed,11.637,m/s,power,0,watts,cadence,0,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911406,s,position_lat,464748279,semicircles,position_long,-919179612,semicircles,distance,75949.42,m,altitude,60.0,m,speed,11.084,m/s,power,0,watts,cadence,0,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911407,s,position_lat,464747259,semicircles,position_long,-919180562,semicircles,distance,75961.02,m,altitude,59.799999999999955,m,speed,11.179,m/s,power,0,watts,cadence,0,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911408,s,position_lat,464746099,semicircles,position_long,-919181482,semicircles,distance,75973.59,m,altitude,59.60000000000002,m,speed,11.507,m/s,power,0,watts,cadence,0,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911409,s,position_lat,464744949,semicircles,position_long,-919182284,semicircles,distance,75985.54,m,altitude,59.60000000000002,m,speed,11.185,m/s,power,0,watts,cadence,0,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911410,s,position_lat,464743653,semicircles,position_long,-919183267,semicircles,distance,75999.27,m,altitude,59.39999999999998,m,speed,12.758,m/s,power,181,watts,cadence,107,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911411,s,position_lat,464742497,semicircles,position_long,-919184247,semicircles,distance,76012.0,m,altitude,59.0,m,speed,13.118,m/s,power,181,watts,cadence,107,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911412,s,position_lat,464741280,semicircles,position_long,-919185859,semicircles,distance,76028.15,m,altitude,58.60000000000002,m,speed,14.03,m/s,power,17,watts,cadence,53,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911413,s,position_lat,464740241,semicircles,position_long,-919187008,semicircles,distance,76040.83,m,altitude,58.200000000000045,m,speed,12.572,m/s,power,82,watts,cadence,102,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911414,s,position_lat,464739002,semicircles,position_long,-919187911,semicircles,distance,76054.1,m,altitude,58.0,m,speed,12.572,m/s,power,82,watts,cadence,102,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911415,s,position_lat,464738297,semicircles,position_long,-919188682,semicircles,distance,76062.46,m,altitude,57.799999999999955,m,speed,8.596,m/s,power,312,watts,cadence,100,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911416,s,position_lat,464737289,semicircles,position_long,-919190069,semicircles,distance,76075.97,m,altitude,57.39999999999998,m,speed,10.762,m/s,power,299,watts,cadence,99,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911417,s,position_lat,464735865,semicircles,position_long,-919191135,semicircles,distance,76091.28,m,altitude,57.200000000000045,m,speed,12.65,m/s,power,292,watts,cadence,105,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911418,s,position_lat,464734722,semicircles,position_long,-919192140,semicircles,distance,76104.17,m,altitude,57.0,m,speed,12.85,m/s,power,292,watts,cadence,105,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911419,s,position_lat,464733450,semicircles,position_long,-919193313,semicircles,distance,76118.69,m,altitude,57.0,m,speed,12.232,m/s,power,5,watts,cadence,20,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911420,s,position_lat,464732247,semicircles,position_long,-919194099,semicircles,distance,76131.02,m,altitude,56.799999999999955,m,speed,11.598,m/s,power,286,watts,cadence,96,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911421,s,position_lat,464730983,semicircles,position_long,-919194649,semicircles,distance,76142.82,m,altitude,56.60000000000002,m,speed,11.074,m/s,power,475,watts,cadence,108,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911422,s,position_lat,464729588,semicircles,position_long,-919194392,semicircles,distance,76155.24,m,altitude,56.39999999999998,m,speed,10.638,m/s,power,630,watts,cadence,108,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911423,s,position_lat,464728121,semicircles,position_long,-919193990,semicircles,distance,76169.08,m,altitude,56.39999999999998,m,speed,10.598,m/s,power,368,watts,cadence,109,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911424,s,position_lat,464726827,semicircles,position_long,-919193319,semicircles,distance,76181.94,m,altitude,56.200000000000045,m,speed,10.75,m/s,power,368,watts,cadence,109,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911425,s,position_lat,464725435,semicircles,position_long,-919193322,semicircles,distance,76194.56,m,altitude,56.200000000000045,m,speed,11.254,m/s,power,380,watts,cadence,109,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911426,s,position_lat,464724114,semicircles,position_long,-919192908,semicircles,distance,76207.21,m,altitude,56.200000000000045,m,speed,11.505,m/s,power,280,watts,cadence,109,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911427,s,position_lat,464722714,semicircles,position_long,-919192635,semicircles,distance,76220.37,m,altitude,56.0,m,speed,11.181,m/s,power,390,watts,cadence,108,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911428,s,position_lat,464721453,semicircles,position_long,-919192803,semicircles,distance,76231.86,m,altitude,56.0,m,speed,11.325,m/s,power,427,watts,cadence,109,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911429,s,position_lat,464720324,semicircles,position_long,-919193459,semicircles,distance,76242.04,m,altitude,56.0,m,speed,10.955,m/s,power,561,watts,cadence,110,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911430,s,position_lat,464719535,semicircles,position_long,-919195244,semicircles,distance,76256.1,m,altitude,55.799999999999955,m,speed,11.094,m/s,power,617,watts,cadence,116,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911431,s,position_lat,464719459,semicircles,position_long,-919198225,semicircles,distance,76273.97,m,altitude,55.799999999999955,m,speed,10.963,m/s,power,311,watts,cadence,116,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911432,s,position_lat,464718898,semicircles,position_long,-919200003,semicircles,distance,76287.76,m,altitude,56.0,m,speed,11.734,m/s,power,191,watts,cadence,111,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911433,s,position_lat,464718410,semicircles,position_long,-919201413,semicircles,distance,76298.97,m,altitude,56.200000000000045,m,speed,11.14,m/s,power,191,watts,cadence,111,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911434,s,position_lat,464718059,semicircles,position_long,-919202750,semicircles,distance,76309.21,m,altitude,56.39999999999998,m,speed,10.604,m/s,power,44,watts,cadence,51,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911435,s,position_lat,464717612,semicircles,position_long,-919204227,semicircles,distance,76320.72,m,altitude,56.39999999999998,m,speed,10.586,m/s,power,283,watts,cadence,124,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911436,s,position_lat,464717011,semicircles,position_long,-919205555,semicircles,distance,76331.86,m,altitude,56.60000000000002,m,speed,10.589,m/s,power,544,watts,cadence,108,rpm,temperature,29,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648911437,s,position_lat,464716436,semicircles,position_long,-919206835,semicircles,distance,76342.59,m,altitude,56.799999999999955,m,speed,10.327,m/s,power,644,watts,cadence,109,rpm,temperature,29,°C,,,,,,,,,,,,,
